UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene stable ID
	E9PCF2	ENSG00000143257
	B7Z8R7	ENSG00000143257
Q96RJ6		ENSG00000146618
Q9BRJ9		ENSG00000166823
O95863		ENSG00000124216
	A0A2R8Y8C8	ENSG00000106410
O60393		ENSG00000106410
	A0A2R8Y683	ENSG00000106410
Q8NA92		ENSG00000161277
	E5RHW1	ENSG00000161277
	U3KQ16	ENSG00000161277
	J3KSN3	ENSG00000157429
P17023		ENSG00000157429
	H3BNI0	ENSG00000157429
	J3KT56	ENSG00000157429
	H3BR98	ENSG00000157429
	H3BMU5	ENSG00000157429
	H3BQI6	ENSG00000157429
	J3KRI7	ENSG00000157429
	H3BQ26	ENSG00000157429
	H3BNH9	ENSG00000157429
		ENSG00000157429
Q99697		ENSG00000164093
	A0A8J9C2I7	ENSG00000164093
	A0A8J9G9V2	ENSG00000164093
	D6RFI4	ENSG00000164093
	D6RBG8	ENSG00000164093
	U3KQ81	ENSG00000164093
Q8TAU0		ENSG00000119919
P61371		ENSG00000016082
	D6RBJ1	ENSG00000016082
Q9C056		ENSG00000148826
	S4R464	ENSG00000130675
	S4R3G1	ENSG00000130675
P50219		ENSG00000130675
	C9JFT4	ENSG00000130675
	C9K088	ENSG00000130675
	S4R364	ENSG00000130675
O43309		ENSG00000158691
O43309	A0A804HJ42	ENSG00000158691
Q9BZS1		ENSG00000049768
	A0A494C0B0	ENSG00000049768
	B7ZLG1	ENSG00000049768
	A0A494BZV0	ENSG00000049768
	A0A804HK12	ENSG00000049768
Q15723		ENSG00000109381
Q15723	B7Z720	ENSG00000109381
	D6RHI1	ENSG00000109381
	D6RGD9	ENSG00000109381
Q7Z591		ENSG00000106948
P17014		ENSG00000164631
	H9KV98	ENSG00000164631
	A0A2R8Y4T2	ENSG00000107485
	A0A2R8Y2A9	ENSG00000107485
P23771		ENSG00000107485
	A0A994J6H6	ENSG00000107485
Q96PM9		ENSG00000161642
Q96PM9	A0A024RB56	ENSG00000161642
	H0YIX3	ENSG00000161642
	F8VRY0	ENSG00000161642
	H0YI55	ENSG00000161642
	F8VQ24	ENSG00000161642
	F8VSJ1	ENSG00000161642
	F8VWV6	ENSG00000161642
	F8VY43	ENSG00000161642
	A0A2R8Y4R9	ENSG00000105991
	E7ERT8	ENSG00000105991
Q8NHV9		ENSG00000101883
O43364		ENSG00000105996
Q9BQY4		ENSG00000131721
P20719		ENSG00000106004
P31267		ENSG00000106006
P31268		ENSG00000122592
	E5RHM9	ENSG00000122592
P31269		ENSG00000078399
	A8MVF3	ENSG00000078399
	A0A669K9T0	ENSG00000078399
	A0A669KBC8	ENSG00000078399
P31270		ENSG00000005073
	H0YIA6	ENSG00000005073
P31271		ENSG00000106031
	F8W9J5	ENSG00000106038
P49640		ENSG00000106038
	J3QQJ1	ENSG00000106038
Q33E94		ENSG00000111783
	F8W1T9	ENSG00000111783
	F8VZC4	ENSG00000111783
	R4GMS3	ENSG00000111783
	B4DZB7	ENSG00000111783
	F8VRD4	ENSG00000111783
	F8VX50	ENSG00000111783
Q9NYW8		ENSG00000146587
P10588	F1D8R3	ENSG00000160113
	M0R175	ENSG00000160113
	Q7Z6S5	ENSG00000112592
P20226		ENSG00000112592
	Q7Z6S4	ENSG00000112592
	A0A1B0GVC6	ENSG00000112592
	H0Y6D8	ENSG00000112592
Q9NQB0		ENSG00000148737
	C6ZRK5	ENSG00000148737
	A0A0A0MTL7	ENSG00000148737
Q9NQB0	Q6FHW4	ENSG00000148737
	Q5VVR7	ENSG00000148737
	C6ZRJ7	ENSG00000148737
	A0A994J711	ENSG00000148737
	A0A0D9SGH8	ENSG00000148737
	Q5VVR5	ENSG00000148737
	Q5VVR8	ENSG00000148737
	Q5JRY4	ENSG00000148737
	A0A1B0GVE1	ENSG00000148737
	A0A994J4F0	ENSG00000148737
	Q5JRY3	ENSG00000148737
	H0YEE5	ENSG00000148737
	A0A1B0GU84	ENSG00000148737
Q96NZ1		ENSG00000139445
	S4R3U5	ENSG00000139445
	A0A0C4DG65	ENSG00000139445
Q9NZI6		ENSG00000115112
O43365	A0A024RA33	ENSG00000105997
	E5RIJ8	ENSG00000105997
	F2Z3A4	ENSG00000105997
Q96NK8	A0A090N7T3	ENSG00000164600
O00716		ENSG00000112242
Q92766	A0A024QZU8	ENSG00000124782
	C9JE09	ENSG00000124782
Q92766		ENSG00000124782
	C9JPJ6	ENSG00000124782
		ENSG00000124782
	C9JU34	ENSG00000124782
	H3BTZ4	ENSG00000102984
	A0A0C4DH12	ENSG00000102984
	A0A087WXX1	ENSG00000102984
	H3BPS7	ENSG00000102984
O75541		ENSG00000102984
	H3BQE4	ENSG00000102984
	H3BS68	ENSG00000102984
	H3BR59	ENSG00000102984
	H3BRD6	ENSG00000102984
	H3BVG7	ENSG00000102984
	H3BR75	ENSG00000102984
Q5JVG2		ENSG00000127081
	C9J8X5	ENSG00000064961
Q9P0W2		ENSG00000064961
	C9K049	ENSG00000064961
	C9JQA7	ENSG00000064961
	F8WES5	ENSG00000064961
	B5MDG7	ENSG00000064961
	K7EJR8	ENSG00000064961
Q9UFW8		ENSG00000163320
	C9JUJ0	ENSG00000163320
Q9H3D4	A0A0S2Z4N5	ENSG00000073282
Q9H3D4		ENSG00000073282
Q9H3D4	A0A0S2Z4N6	ENSG00000073282
	C9JW72	ENSG00000073282
Q9H3D4	C9D7D0	ENSG00000073282
Q5VV52		ENSG00000164011
	Q5VV50	ENSG00000164011
	Q5VV51	ENSG00000164011
	A0A0A0MRR1	ENSG00000164011
Q5TEC3		ENSG00000143067
	E5RG51	ENSG00000102878
	E7EWW4	ENSG00000102878
Q9ULV5	A0A024R6X7	ENSG00000102878
	E5RHY0	ENSG00000102878
	E5RJV4	ENSG00000102878
	E5RK26	ENSG00000102878
Q9ULV5		ENSG00000102878
	H0YBT7	ENSG00000102878
	H0YC14	ENSG00000102878
	H0YBS6	ENSG00000102878
	H0YAR7	ENSG00000102878
	H0YAU2	ENSG00000102878
	H0YC39	ENSG00000102878
	H0YBG9	ENSG00000102878
	M0QYR3	ENSG00000132010
P17024		ENSG00000132010
	C9JIP4	ENSG00000132010
	F8WDZ5	ENSG00000132010
	H3BSB9	ENSG00000123358
P22736		ENSG00000123358
	H3BT85	ENSG00000123358
	H3BSM8	ENSG00000123358
	F5GXF0	ENSG00000123358
P22736	A0A024R126	ENSG00000123358
	F8VVX9	ENSG00000123358
	H3BPN8	ENSG00000123358
	H3BQG5	ENSG00000123358
Q9UHL9		ENSG00000006704
	E9PFE2	ENSG00000006704
	H7C4Q8	ENSG00000006704
Q14582		ENSG00000123933
	H0Y8Z5	ENSG00000123933
	Q5T5H8	ENSG00000091831
P03372	G4XH65	ENSG00000091831
	Q9UE35	ENSG00000091831
	Q9H2M1	ENSG00000091831
P03372	H0Y4W6	ENSG00000091831
	B0QYW7	ENSG00000091831
	Q9H2M2	ENSG00000091831
P42229	A0A384N5W4	ENSG00000126561
P42229		ENSG00000126561
	A0A7I2YQF1	ENSG00000126561
	A0A7I2YQY3	ENSG00000126561
	K7EIF9	ENSG00000126561
	A0A7I2V380	ENSG00000126561
	K7EK35	ENSG00000126561
Q9UM63		ENSG00000118495
	A0A3B3IRN7	ENSG00000118495
	A0A0D9SFI7	ENSG00000118495
	A0A0D9SGF7	ENSG00000118495
	A0A0D9SFM8	ENSG00000118495
	A0A0D9SEQ4	ENSG00000118495
	A1YLA1	ENSG00000118495
	A1YLA2	ENSG00000118495
Q99453		ENSG00000109132
	D4PHA4	ENSG00000062194
Q86WP2		ENSG00000062194
Q96PQ6	A0A024R775	ENSG00000130803
Q96PQ6	A0A024R7B1	ENSG00000130803
	K7EKT9	ENSG00000130803
	K7ERD6	ENSG00000130803
	I3L2J0	ENSG00000079432
	A0A7P0T9K5	ENSG00000079432
	A0A0A0MQR4	ENSG00000079432
Q96RK0		ENSG00000079432
	I3L135	ENSG00000079432
	I3L1Q4	ENSG00000079432
	I3L373	ENSG00000079432
O60284		ENSG00000147488
	E5RHY1	ENSG00000147488
	E5RFE8	ENSG00000147488
	E5RID0	ENSG00000147488
	E5RHS3	ENSG00000147488
	E5RK88	ENSG00000147488
	E9PLJ4	ENSG00000137185
	U3KQB2	ENSG00000137185
O15535		ENSG00000137185
O15535	A0A024RCK9	ENSG00000137185
	A0A0B4J224	ENSG00000137185
	U3KQV4	ENSG00000137185
	E9PQL7	ENSG00000137185
Q9UJN7		ENSG00000124613
	C9JUF8	ENSG00000124613
Q99676	A0A024RCM2	ENSG00000096654
	D6RFL8	ENSG00000164299
Q9BXG8	A0A140VKA5	ENSG00000164299
P58304		ENSG00000119614
	E5RGL7	ENSG00000164684
Q6ZNC4		ENSG00000164684
	Q5T4L1	ENSG00000143578
Q8TEY5		ENSG00000143578
	Q5T4K9	ENSG00000143578
	Q5T4L2	ENSG00000143578
Q8IXZ3		ENSG00000164651
Q2TB10		ENSG00000048405
	C9JHX9	ENSG00000048405
	C9K0M9	ENSG00000048405
	C9JLY3	ENSG00000048405
O14627		ENSG00000131264
Q9BUG6	A0A024R4S6	ENSG00000131848
	A0A0C4DGQ1	ENSG00000131848
	K7EMC4	ENSG00000131848
	K7EIX9	ENSG00000131848
	K7ESN6	ENSG00000131848
	K7EQW6	ENSG00000131848
	K7ESE4	ENSG00000131848
	K7EN85	ENSG00000131848
Q16621	A8K3E0	ENSG00000123405
	F8W1N9	ENSG00000123405
	D6RH30	ENSG00000109320
P19838		ENSG00000109320
	A0A494C1E9	ENSG00000109320
	A0A8V8TLB2	ENSG00000109320
P19838	D6RC45	ENSG00000109320
	A0A494C157	ENSG00000109320
	G3V0F4	ENSG00000166529
Q9Y5A6		ENSG00000166529
	C9JHD9	ENSG00000166529
	E9PIM0	ENSG00000137504
Q9NS37		ENSG00000137504
	J3KN20	ENSG00000137504
	H0YDC7	ENSG00000137504
	V9GYX5	ENSG00000167491
	V9GY85	ENSG00000167491
	C9JJK9	ENSG00000167491
Q86YP4	A0A024R7M6	ENSG00000167491
	C9JGN4	ENSG00000167491
	C9JMI3	ENSG00000167491
Q86YP4	A0A024R7K7	ENSG00000167491
	C9JVY3	ENSG00000167491
	H7C3H1	ENSG00000167491
Q05516	A0A024R3C6	ENSG00000109906
	A0A804HJ45	ENSG00000109906
	A0A0S2Z4J5	ENSG00000109906
	A0A804HIC1	ENSG00000109906
	F5H6C3	ENSG00000109906
	H0YGW2	ENSG00000109906
	A0A494C1D2	ENSG00000160336
	A0A087WXU7	ENSG00000160336
Q86XN6		ENSG00000160336
	Q6IQ01	ENSG00000160336
	A0A087WYY7	ENSG00000160336
	M0R091	ENSG00000083814
Q8TAW3		ENSG00000083814
	M0QX87	ENSG00000083814
Q68DI1		ENSG00000152443
	C9J7N9	ENSG00000152443
	H7C4D2	ENSG00000152443
	F8WFB0	ENSG00000134317
	B7Z1S6	ENSG00000134317
Q9NZI5		ENSG00000134317
	C9JYY8	ENSG00000134317
P17027		ENSG00000167377
	H3BSF8	ENSG00000167377
	A0A3B3ITE4	ENSG00000167377
	H0Y310	ENSG00000167377
	H3BMC6	ENSG00000167377
	H3BPE6	ENSG00000167377
	K7ESM6	ENSG00000167380
	K7EK05	ENSG00000167380
	K7EKQ6	ENSG00000167380
Q9NYT6	A0A024R0P4	ENSG00000167380
	K7EL77	ENSG00000167380
	K7ELA3	ENSG00000167380
Q9NYT6		ENSG00000167380
	K7EJ66	ENSG00000167380
	K7ERY1	ENSG00000167380
	K7EPU4	ENSG00000167380
	K7ELM4	ENSG00000167380
	K7EQC3	ENSG00000167380
Q86WZ6		ENSG00000131115
	K7EPR2	ENSG00000131115
	K7EIR9	ENSG00000131115
	K7EJ92	ENSG00000131115
	K7ELS1	ENSG00000131115
	K7EIL7	ENSG00000131115
Q86VK4		ENSG00000119725
	G3V4H7	ENSG00000119725
	G3V2G5	ENSG00000119725
	G3V2C2	ENSG00000119725
	G3V4W2	ENSG00000119725
Q86VK4	A0A024R691	ENSG00000119725
	G3V3W2	ENSG00000119725
	G3V398	ENSG00000119725
	J3KNQ6	ENSG00000119725
	G3V369	ENSG00000119725
	G3V4E6	ENSG00000119725
	G3V2V5	ENSG00000119725
	H0YJI7	ENSG00000119725
	K7ER86	ENSG00000159915
	K7EN46	ENSG00000159915
A6NK53		ENSG00000159915
	K7EJE5	ENSG00000159915
	K7EJT0	ENSG00000159915
Q32MQ0		ENSG00000141579
	I3L0W7	ENSG00000141579
	Q5TIJ2	ENSG00000143157
Q9P215	A0A024R8Y1	ENSG00000143157
	E9PB41	ENSG00000095794
	G5E998	ENSG00000095794
Q03060		ENSG00000095794
	F8WB03	ENSG00000095794
	F8WDF2	ENSG00000095794
	R4GN75	ENSG00000095794
	E9PAR2	ENSG00000095794
	A0A0A0MSU8	ENSG00000095794
Q03060	C9IYM9	ENSG00000095794
	H7C4X0	ENSG00000095794
	J3KR46	ENSG00000095794
	C9J2J0	ENSG00000095794
	C9J5A7	ENSG00000095794
	C9K092	ENSG00000095794
Q9UFB7		ENSG00000114853
	A0A7P0T820	ENSG00000114853
	D6RDG5	ENSG00000114853
	C9J3N9	ENSG00000144792
	C9J3D4	ENSG00000144792
Q6AZW8		ENSG00000144792
Q9NX65		ENSG00000140987
	I3L1S7	ENSG00000140987
	I3L2L7	ENSG00000140987
	B4DR24	ENSG00000140987
	I3L2V3	ENSG00000140987
	I3L1K0	ENSG00000140987
	I3L3Y8	ENSG00000140987
	I3L4W6	ENSG00000140987
O95947		ENSG00000149922
	M0R3A7	ENSG00000131408
	M0R229	ENSG00000131408
P55055		ENSG00000131408
	M0R0K3	ENSG00000131408
	M0QZF5	ENSG00000131408
	M0R1V8	ENSG00000131408
	M0R2F9	ENSG00000131408
	M0QYE6	ENSG00000131408
Q9BYV9		ENSG00000112182
Q9BYV9	Q7Z6Q0	ENSG00000112182
	A0A8Q3SI57	ENSG00000124496
Q96PN7		ENSG00000124496
	Q05GC8	ENSG00000124496
	A0A8Q3WKV2	ENSG00000124496
	A0A804HL83	ENSG00000137492
O43422	A0A140VJQ7	ENSG00000137492
	A0A804HKT7	ENSG00000137492
	A0A804HKY5	ENSG00000137492
	A0A804HKN8	ENSG00000137492
	A0A804HKR8	ENSG00000137492
	E9PSI2	ENSG00000137492
P55317		ENSG00000129514
	G3V4B9	ENSG00000129514
P25208	A0A024RBG7	ENSG00000120837
	F8VSL3	ENSG00000120837
Q8NBB4		ENSG00000152467
	A0A0C4DGR0	ENSG00000152467
	A0A0C4DG78	ENSG00000121413
Q8TBC5	A0A024R4T0	ENSG00000121413
Q8TBC5		ENSG00000121413
	M0QZ65	ENSG00000121413
	M0R364	ENSG00000121413
	M0R1U9	ENSG00000121413
	M0R3C6	ENSG00000121413
	M0QXJ0	ENSG00000121413
	M0R111	ENSG00000121413
P52926		ENSG00000149948
	F5H6H0	ENSG00000149948
	F5H2U8	ENSG00000149948
	F5H2A4	ENSG00000149948
	H0YFY4	ENSG00000149948
Q9Y4Z2		ENSG00000122859
Q15744		ENSG00000092067
Q9NSC2		ENSG00000103449
	H3BQ32	ENSG00000103449
Q9NSC2	H3BSM9	ENSG00000103449
	A0A8I5KRF8	ENSG00000103449
Q15306		ENSG00000137265
	A0A8Q3WLL3	ENSG00000137265
	A0A8Q3WLQ3	ENSG00000137265
	F2Z3D5	ENSG00000137265
P78367		ENSG00000109705
Q68CJ9		ENSG00000060566
Q9NVV9		ENSG00000131931
	E9PIS9	ENSG00000131931
	A0A9L9PYK3	ENSG00000075891
	A0A7P0TAC9	ENSG00000075891
	A0A9L9PXU6	ENSG00000075891
Q02962		ENSG00000075891
	Q5SZP1	ENSG00000075891
	A0A0A0MRH7	ENSG00000075891
	G3V5S4	ENSG00000075891
	A0A7P0N7C4	ENSG00000115568
P52746		ENSG00000115568
	F2Z2H3	ENSG00000115568
	H7C414	ENSG00000115568
	C9J055	ENSG00000115568
	G3V2K3	ENSG00000089775
	G3V351	ENSG00000089775
P24278		ENSG00000089775
Q01658	Q658N3	ENSG00000117505
Q8N143		ENSG00000161940
	I3L304	ENSG00000161940
	I3L396	ENSG00000161940
	H0YGW0	ENSG00000161940
Q9NQX0		ENSG00000061455
	H7BZR2	ENSG00000061455
	H0YM62	ENSG00000068305
Q02078	A0A0S2Z454	ENSG00000068305
Q02078		ENSG00000068305
	A0A8I5KPE6	ENSG00000068305
Q02078	A0A0S2Z417	ENSG00000068305
	A0A8I5KVQ4	ENSG00000068305
Q02078	A0A0S2Z4N0	ENSG00000068305
	H0YNI2	ENSG00000068305
Q02078	A0A0S2Z4C8	ENSG00000068305
Q02078	A0A0S2Z453	ENSG00000068305
	H0YKY6	ENSG00000068305
O75469	J3KPQ3	ENSG00000144852
O75469	H0Y8E2	ENSG00000144852
O75469	F1D8P9	ENSG00000144852
Q96AP4	A0A0S2Z644	ENSG00000153975
	X6R6X3	ENSG00000153975
A6NJ46		ENSG00000165066
Q13351		ENSG00000105610
Q14938		ENSG00000008441
	K7EKH0	ENSG00000008441
	K7EMQ5	ENSG00000008441
Q14938	D2DXM9	ENSG00000008441
	A0A8J8YL86	ENSG00000008441
	K7EN08	ENSG00000008441
	B4DHW2	ENSG00000008441
	K7EPU2	ENSG00000008441
	K7EJB0	ENSG00000008441
	K7ESG9	ENSG00000008441
	C9JWJ8	ENSG00000008441
	A0A087WXP2	ENSG00000008441
	A0A8I5KYE6	ENSG00000008441
O14770		ENSG00000134138
O14770	A0A024R9L4	ENSG00000134138
	A0A9H3ZWV7	ENSG00000134138
	A0A8V8TPM6	ENSG00000134138
O14770	A0A024R9J1	ENSG00000134138
	A0A8V8TQU6	ENSG00000134138
	H0YM65	ENSG00000134138
	A0A8V8TPB7	ENSG00000134138
	U3KQI2	ENSG00000134138
	U3KQ95	ENSG00000134138
	H0YKN2	ENSG00000134138
	H0YKE5	ENSG00000134138
	J3KPG5	ENSG00000076108
Q9UIF9		ENSG00000076108
	A0A0C4DGI9	ENSG00000076108
	F8VU39	ENSG00000076108
	H0YHL2	ENSG00000076108
	H0YII3	ENSG00000076108
	H0YHQ7	ENSG00000076108
	F8VWQ3	ENSG00000076108
	F8W053	ENSG00000076108
Q96BF6	A0A024R8I0	ENSG00000148411
Q9UMR3		ENSG00000164532
Q9UBR4	F1T0D9	ENSG00000107187
Q9UBR4	F1T0D5	ENSG00000107187
	F1T0D7	ENSG00000107187
Q9Y2Y4		ENSG00000011590
	K7EMJ1	ENSG00000011590
	A0A0C4DGF1	ENSG00000011590
Q9NQ87		ENSG00000163909
Q9Y2T7	A0A384MDP4	ENSG00000006047
	I3L2D6	ENSG00000006047
	C9J1J1	ENSG00000164048
	C9JGA6	ENSG00000164048
Q86UQ0		ENSG00000164048
	B4DQF9	ENSG00000164048
	F8VZ09	ENSG00000164048
O96004		ENSG00000113196
Q9H609	A0A024R0T0	ENSG00000124444
Q9C0K0	L8B567	ENSG00000127152
Q9C0K0	L8B7P7	ENSG00000127152
	D3YTK1	ENSG00000127152
Q14549		ENSG00000164900
Q7RTV3		ENSG00000165244
Q9H161		ENSG00000052850
	F8VS42	ENSG00000151322
	F8VR32	ENSG00000151322
Q8IXF0		ENSG00000151322
Q8IXF0	X5D988	ENSG00000151322
Q8IXF0	X5D2Q4	ENSG00000151322
	A0A7P0TA87	ENSG00000151322
	F8W0C2	ENSG00000151322
	H0YHB6	ENSG00000151322
	H0YHU7	ENSG00000151322
	A0A7P0T8Q6	ENSG00000151322
	H0YI42	ENSG00000151322
P67809		ENSG00000065978
	C9J5V9	ENSG00000065978
	H0Y449	ENSG00000065978
	A0A8V8TLS8	ENSG00000112365
O43167		ENSG00000112365
	A0A8V8TLV5	ENSG00000112365
	A0A8V8TNA6	ENSG00000112365
	A0A8V8TMC2	ENSG00000112365
	A0A8V8TNL7	ENSG00000112365
	A0A8V8TLT3	ENSG00000112365
	A0A8I5QL06	ENSG00000104885
Q8TEK3		ENSG00000104885
	C9JH95	ENSG00000104885
	A0A087X1A7	ENSG00000104885
	V9GY76	ENSG00000104885
	H7C2S2	ENSG00000104885
Q8N988		ENSG00000130544
Q9NR48		ENSG00000116539
	A0A7I2V542	ENSG00000116539
	A0A7I2V3D6	ENSG00000116539
	A0A7I2V316	ENSG00000116539
	A0A7I2V4K0	ENSG00000116539
	A0A7I2YQU9	ENSG00000116539
	A0A7I2YQL4	ENSG00000116539
	A0A7I2V4H9	ENSG00000116539
	H0YI82	ENSG00000116539
	F8VWK7	ENSG00000116539
	M0QXL7	ENSG00000160321
	M0QYK4	ENSG00000160321
O43345		ENSG00000160321
	M0R370	ENSG00000160321
	M0R293	ENSG00000160321
	M0R1F2	ENSG00000160321
P35548		ENSG00000120149
	D6RIS4	ENSG00000120149
P49711		ENSG00000102974
	A0A2R8Y6C1	ENSG00000102974
	A0A2R8YFL0	ENSG00000102974
	A0A2R8Y6Z6	ENSG00000102974
	A0A2R8Y595	ENSG00000102974
	A0A6I8PRS3	ENSG00000164683
	A0A6I8PU82	ENSG00000164683
Q9Y5J3		ENSG00000164683
	A0A6I8PRC2	ENSG00000164683
	A0A6I8PIY0	ENSG00000164683
	E5RHK6	ENSG00000164683
	A0A0B4J1R1	ENSG00000136997
	Q14899	ENSG00000136997
	H0YBG3	ENSG00000136997
	A0A494C1T8	ENSG00000136997
	Q16591	ENSG00000136997
P01106		ENSG00000136997
P02788	V9HWI4	ENSG00000012223
P02788		ENSG00000012223
	E7ER44	ENSG00000012223
	E7EQB2	ENSG00000012223
	C9JCF5	ENSG00000012223
	A0A804HKN5	ENSG00000012223
Q9H6I2		ENSG00000164736
	M0R327	ENSG00000167562
Q9NV72		ENSG00000167562
	M0R085	ENSG00000167562
Q9ULL5		ENSG00000126464
Q14774		ENSG00000136630
	F8VWZ5	ENSG00000136630
	C9JME7	ENSG00000161298
	K7EQ52	ENSG00000161298
Q96SR6		ENSG00000161298
	K7EK67	ENSG00000161298
Q96BT3		ENSG00000102901
	I3L4F8	ENSG00000102901
	H3BQS6	ENSG00000102901
	H3BTR4	ENSG00000102901
	H3BUW2	ENSG00000102901
	H3BTS2	ENSG00000102901
	H3BN05	ENSG00000102901
	H3BQJ0	ENSG00000102901
	H3BMP6	ENSG00000102901
	H3BQ71	ENSG00000102901
		ENSG00000102901
Q9H175		ENSG00000110925
	F8VTU0	ENSG00000110925
	F8VZY2	ENSG00000110925
	F8W1G8	ENSG00000110925
	F8VVN1	ENSG00000110925
P04150	F1D8N4	ENSG00000113580
P04150	E5KQF5	ENSG00000113580
P04150	E5KQF6	ENSG00000113580
	A0A494C0P1	ENSG00000113580
	Q3MSN4	ENSG00000113580
	D6RDA9	ENSG00000113580
P04150		ENSG00000113580
Q9Y466	B6ZGT9	ENSG00000112333
Q9Y466		ENSG00000112333
	A6PVF6	ENSG00000112333
P22415	A0A0S2Z4U5	ENSG00000158773
	B1AQP1	ENSG00000158773
	E9PJ52	ENSG00000158773
	H0YD59	ENSG00000158773
	E9PME6	ENSG00000158773
	E9PQA2	ENSG00000158773
O00712		ENSG00000147862
O00712	Q5VW28	ENSG00000147862
	Q5VW26	ENSG00000147862
	Q5VW30	ENSG00000147862
	Q5VW27	ENSG00000147862
	A0A1B0GW37	ENSG00000147862
	A0A1B0GWI9	ENSG00000147862
	A0A2R8Y7V8	ENSG00000147862
	U3KQE8	ENSG00000147862
	A0A1B0GU97	ENSG00000147862
	A0A1B0GWJ4	ENSG00000147862
	A0A1B0GWB8	ENSG00000147862
	A0A1B0GVN4	ENSG00000147862
	A0A0A0MRX8	ENSG00000147862
	Q5VW31	ENSG00000147862
	A0A1B0GTC1	ENSG00000147862
	Q5W0Y9	ENSG00000147862
	U3KPY9	ENSG00000147862
Q8IWY8		ENSG00000140265
	H3BUW4	ENSG00000140265
	C9K0J8	ENSG00000140265
	A0A0C4DGM2	ENSG00000140265
	H3BMU4	ENSG00000140265
Q96HQ0		ENSG00000105136
	E5RJT6	ENSG00000105136
	E5RIA3	ENSG00000105136
	E5RH62	ENSG00000105136
	E5RHZ9	ENSG00000105136
	E5RI89	ENSG00000105136
	E5RHS2	ENSG00000105136
	E5RGL3	ENSG00000105136
	E5RHW2	ENSG00000105136
	E9PFV2	ENSG00000132170
	E7EUD1	ENSG00000132170
	A0A804HJN2	ENSG00000132170
	Q6L9M1	ENSG00000132170
	A0A494C0D9	ENSG00000132170
	A0A494C0T3	ENSG00000132170
	A0A494C012	ENSG00000132170
	A0A804HLH1	ENSG00000132170
	E7EU07	ENSG00000132170
	A0A804HIG1	ENSG00000132170
	E9PFX5	ENSG00000132170
P37231		ENSG00000132170
	A0A3P3ZKM0	ENSG00000132170
	E9PFV3	ENSG00000132170
	A0A499FIV4	ENSG00000132170
	A0A804HL89	ENSG00000132170
O75333		ENSG00000167800
	G3V3M8	ENSG00000100811
P25490		ENSG00000100811
	H0YJU4	ENSG00000100811
	H0YJV7	ENSG00000100811
	A0A494C032	ENSG00000100811
	A0A994J726	ENSG00000100811
P27540		ENSG00000143437
	A6NGV6	ENSG00000143437
	D6RDB3	ENSG00000143437
Q92782	A0A804CCM0	ENSG00000011332
Q92782	A0A804CYY4	ENSG00000011332
	A0A8I5QL29	ENSG00000011332
	C8C3P2	ENSG00000011332
Q92782		ENSG00000011332
	A0A8I5KWI2	ENSG00000011332
	E9PDV3	ENSG00000011332
	F8WEC4	ENSG00000011332
	J3KQY6	ENSG00000011332
	C9JGC1	ENSG00000011332
	C9IZH8	ENSG00000011332
	K7EJD5	ENSG00000011332
	H0Y403	ENSG00000153814
Q86VZ6		ENSG00000153814
	A0A3B3ISK8	ENSG00000153814
	C9JWY1	ENSG00000153814
	C9JGY8	ENSG00000153814
	F8WD35	ENSG00000153814
Q96F45		ENSG00000165655
Q15361	A0A024R8C1	ENSG00000125482
	A0A087WY09	ENSG00000125482
Q9BZE3		ENSG00000125492
	H3BPT7	ENSG00000158805
Q8N554		ENSG00000158805
	H3BTK0	ENSG00000158805
	H3BTT0	ENSG00000158805
	H3BPJ6	ENSG00000158805
O94993		ENSG00000039600
	B4DXW7	ENSG00000039600
P35712		ENSG00000110693
	E9PQL4	ENSG00000110693
	E9PQ78	ENSG00000110693
	E9PN02	ENSG00000110693
	E9PQ67	ENSG00000110693
	F8W7G4	ENSG00000159588
Q96LX7		ENSG00000159588
	F2Z395	ENSG00000159588
Q9HC44		ENSG00000159592
P28069		ENSG00000064835
	H0YNM5	ENSG00000064835
	H0YK06	ENSG00000064835
	A0A8I5KYI8	ENSG00000028277
P09086		ENSG00000028277
	B5ME60	ENSG00000028277
	H0YNW1	ENSG00000028277
	H0YKT2	ENSG00000028277
	E9PR37	ENSG00000028277
	H0YNG1	ENSG00000028277
	H0YLL6	ENSG00000028277
	M0R1I6	ENSG00000028277
	U3KQ96	ENSG00000028277
	U3KQN1	ENSG00000028277
	A0A0D9SF23	ENSG00000028277
	A0A1B0GV81	ENSG00000028277
	A0A1B0GUT9	ENSG00000028277
	A0A1B0GW97	ENSG00000028277
	A0A8Q3SJ42	ENSG00000140968
Q02556		ENSG00000140968
	H3BQK3	ENSG00000140968
	H3BNX4	ENSG00000140968
	A0A8Q3SJ00	ENSG00000140968
	H3BVC2	ENSG00000140968
	H3BQH6	ENSG00000140968
Q02556	H3BT31	ENSG00000140968
	H3BRT4	ENSG00000140968
	H3BQF9	ENSG00000140968
	E9PBN4	ENSG00000066827
Q9P243		ENSG00000066827
	F8W7M8	ENSG00000066827
	E5RJL9	ENSG00000066827
	E5RH37	ENSG00000066827
	H0YBJ1	ENSG00000066827
	H0YC51	ENSG00000066827
	E5RGN2	ENSG00000066827
	E5RJT2	ENSG00000066827
Q9Y692	B1AT47	ENSG00000162419
Q9Y692		ENSG00000162419
Q96BD5		ENSG00000135365
	H0YEK2	ENSG00000135365
	E9PS51	ENSG00000135365
