UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene stable ID
	A0A0A0MRA0	ENSG00000185811
	A0A087WU46	ENSG00000185811
	Q3T907	ENSG00000185811
Q96DT7		ENSG00000205189
	A0A669KBH0	ENSG00000196843
	F6Q9D3	ENSG00000196843
Q03989		ENSG00000196843
A6NJG6		ENSG00000186103
Q6ZN57		ENSG00000198939
	E5RJD3	ENSG00000198939
	A0A1D5RMT2	ENSG00000198939
Q14781		ENSG00000173894
Q8N393		ENSG00000197362
	H7BXP3	ENSG00000197362
Q6IV72	A0A090N7U3	ENSG00000204947
	C9JNW7	ENSG00000204947
Q06416		ENSG00000212993
Q6P9A1		ENSG00000183647
	M0R1P0	ENSG00000183647
	M0R0Y5	ENSG00000183647
	K7EQC1	ENSG00000186017
Q969W8		ENSG00000186017
Q969W8	C9J2D3	ENSG00000186017
Q969W8	C9J6X1	ENSG00000186017
	B4DRR6	ENSG00000186017
	F8VTV7	ENSG00000197647
	C9JQA6	ENSG00000197647
Q8N7K0	F8VXJ9	ENSG00000197647
Q8N7K0	A0A024R7H6	ENSG00000197647
Q8N7K0	F8W652	ENSG00000197647
	F8VP42	ENSG00000197647
Q8N7K0		ENSG00000197647
	F8W0C9	ENSG00000197647
	C9JUV2	ENSG00000197647
	F8VR77	ENSG00000170515
Q9UQ80	A0A024RB85	ENSG00000170515
	F8W0A3	ENSG00000170515
	F8VZ69	ENSG00000170515
	B3KQ07	ENSG00000176472
Q86XF7	M0R087	ENSG00000176472
Q86XF7	A0A024R0U0	ENSG00000176472
	A0A3B3ITH4	ENSG00000189190
	A0A3B3ITY9	ENSG00000189190
	A0A3B3IT03	ENSG00000189190
Q6ZNG1		ENSG00000189190
	A0A669KBJ2	ENSG00000182986
A2RRD8		ENSG00000182986
	M0QX96	ENSG00000182986
	M0R2L4	ENSG00000182986
	M0QZA2	ENSG00000182986
	M0R1K6	ENSG00000182986
	M0R0Z8	ENSG00000182986
P55316		ENSG00000176165
Q9BT81		ENSG00000171056
	H0Y2R6	ENSG00000243660
	A0A494C0H0	ENSG00000243660
	B2REC8	ENSG00000243660
		ENSG00000243660
P0CJ79		ENSG00000213793
	A0A0C4DG42	ENSG00000196378
		ENSG00000196378
Q8IZ26		ENSG00000196378
	E9PSD0	ENSG00000196378
	E9PNZ6	ENSG00000196378
	D6RE69	ENSG00000177311
	D6RHD1	ENSG00000177311
	A0A1B0GV48	ENSG00000177311
	D6R9J6	ENSG00000177311
	D6RGK1	ENSG00000177311
	D6RBC4	ENSG00000177311
Q8NAP3		ENSG00000177311
	D6RJE1	ENSG00000177311
	D6RC86	ENSG00000177311
	D6RAC4	ENSG00000177311
	D6R9I1	ENSG00000177311
	D6R9U6	ENSG00000177311
A6NJL1		ENSG00000197213
	K7EJD1	ENSG00000197213
	K7ESD3	ENSG00000197213
	E9PB28	ENSG00000188290
Q9HCC6		ENSG00000188290
	D6REB3	ENSG00000188290
P52738		ENSG00000196387
	F5H4I1	ENSG00000196387
	I3L0D9	ENSG00000196387
	F5H644	ENSG00000196387
	F5H3Z2	ENSG00000196387
	F8WAF8	ENSG00000196387
	F5GX08	ENSG00000196387
	I3L0I7	ENSG00000196387
Q12951	E0XEN6	ENSG00000168269
Q12951		ENSG00000168269
	K7ENV8	ENSG00000181896
Q8IZC7		ENSG00000181896
	Q504T0	ENSG00000181896
	K7EN16	ENSG00000181896
A8MT65		ENSG00000214029
	A0A494C1V2	ENSG00000214029
	K7ELV4	ENSG00000196605
Q147U1		ENSG00000196605
	K7EML1	ENSG00000196605
	K7EMP9	ENSG00000196605
	K7ELQ5	ENSG00000196605
	A0A494C0H6	ENSG00000185129
Q00577		ENSG00000185129
	A0A494C0X8	ENSG00000185129
O43151		ENSG00000187605
	A0A5H1ZRP3	ENSG00000187605
	M0R160	ENSG00000197857
	A0A8V8TMG8	ENSG00000197857
P15621		ENSG00000197857
	F8W7T7	ENSG00000197857
	E2QRP2	ENSG00000197857
Q8NAM6		ENSG00000180532
Q8NB50		ENSG00000196670
	D6R9C0	ENSG00000196670
	D6RCF6	ENSG00000196670
	D6RBG3	ENSG00000196670
P35227	A0A024R1V6	ENSG00000277258
	A0A087X0Y6	ENSG00000277258
	J3KT13	ENSG00000277258
	A0A087X259	ENSG00000277258
O60902		ENSG00000168779
	A0A087WVB7	ENSG00000168779
P59923		ENSG00000185219
P35638	Q53YD1	ENSG00000175197
P35638		ENSG00000175197
	F8W133	ENSG00000175197
A8MTJ6		ENSG00000214336
	A0A8V8TMK4	ENSG00000178928
	A0A8V8TM49	ENSG00000178928
	D2CFI5	ENSG00000178928
	H0YCH1	ENSG00000177030
O75398		ENSG00000177030
	A0A8I5KQY1	ENSG00000177030
	A0A804HIS1	ENSG00000177030
	A0A8I5QJC6	ENSG00000177030
	A0A8I5KR93	ENSG00000177030
	A0A8I5QL28	ENSG00000177030
	A0A8I5KUA2	ENSG00000177030
	A0A8I5KZ80	ENSG00000177030
	A0A8I5KQJ8	ENSG00000177030
	H0YCY2	ENSG00000177030
Q96NJ6		ENSG00000180787
Q6XD76		ENSG00000187855
	K7ELQ4	ENSG00000267281
P17544		ENSG00000170653
	K7EKZ7	ENSG00000170653
	F8VWG7	ENSG00000170653
	K7ESA4	ENSG00000170653
Q6U7Q0	A0A024QZZ4	ENSG00000181315
	C9JP13	ENSG00000181315
Q96JF6		ENSG00000180626
	I3L508	ENSG00000180626
P35452		ENSG00000170178
	B5MCD3	ENSG00000170178
	A0A0A0MSX5	ENSG00000175879
P13378		ENSG00000175879
	A0A0A0MTF4	ENSG00000175879
P09016		ENSG00000170166
	M0R337	ENSG00000251369
Q7Z398		ENSG00000251369
	M0QWZ8	ENSG00000251369
	A0A0C4DGB4	ENSG00000251369
B4DXR9		ENSG00000186777
	E5RGH0	ENSG00000182903
	B4E159	ENSG00000182903
Q8TF20		ENSG00000182903
	D6RGC2	ENSG00000182903
Q16676		ENSG00000251493
Q9HB31		ENSG00000274529
Q70SY1		ENSG00000182158
	C9JPH0	ENSG00000182158
	H7C1W8	ENSG00000182158
Q8NC26		ENSG00000178150
	M0QXN8	ENSG00000178150
	M0R0V4	ENSG00000178150
	M0R0H2	ENSG00000178150
Q9NQ33		ENSG00000176009
Q6PIV2		ENSG00000176302
	H0YCU3	ENSG00000176302
A6NGD5		ENSG00000204532
Q9UBX2	C3U3A0	ENSG00000260596
Q9UBX2		ENSG00000260596
Q6ZS27		ENSG00000182983
	F8WE97	ENSG00000182983
Q9BZI1		ENSG00000170561
P78415		ENSG00000177508
	J3QR11	ENSG00000177508
Q8WUU4		ENSG00000170684
	A0A494C1G8	ENSG00000172845
	A0A494C0Z6	ENSG00000172845
Q02447		ENSG00000172845
Q02447	H0Y6K5	ENSG00000172845
	H0Y7L6	ENSG00000172845
	A0A494C070	ENSG00000172845
	A0A3B3IS60	ENSG00000187595
	A0A8I5KWL9	ENSG00000187595
	C9J6X6	ENSG00000187595
	A0A3B3ITE2	ENSG00000187595
Q8NA31		ENSG00000249961
	J3KT78	ENSG00000249961
	A0A669KAY0	ENSG00000249961
	J3KSG9	ENSG00000249961
O94892	A0A024R4I3	ENSG00000256087
	M0R0E2	ENSG00000256087
	M0R0H8	ENSG00000256087
	M0QZ71	ENSG00000256087
	M0R258	ENSG00000256087
Q6ZN19	M0QYV6	ENSG00000197608
Q6ZN19		ENSG00000197608
	M0R0F3	ENSG00000197608
Q08AN1		ENSG00000204611
	M0R0C2	ENSG00000204611
	M0QYU5	ENSG00000204611
	M0QXF0	ENSG00000204611
	M0QZ88	ENSG00000196267
Q6ZNA1		ENSG00000196267
	M0QYS4	ENSG00000196267
	M0R1N4	ENSG00000196267
	M0QXI4	ENSG00000196214
Q5HY98		ENSG00000196214
	M0R2R1	ENSG00000196214
	A0A0B4J2B2	ENSG00000196214
	M0R2P3	ENSG00000196214
	M0R139	ENSG00000196214
	M0R1P9	ENSG00000196214
	G3XAE0	ENSG00000196214
Q8WV37		ENSG00000198464
	M0R367	ENSG00000198464
	F8WEZ9	ENSG00000198464
	C9IZQ0	ENSG00000198464
	F5H026	ENSG00000221923
Q6PDB4		ENSG00000221923
	M0R0M5	ENSG00000221923
Q76KX8		ENSG00000198633
	Q1T7F5	ENSG00000198633
	Q1T7F6	ENSG00000198633
O75346		ENSG00000256771
	K7EP55	ENSG00000256771
	A0A8V8TMQ6	ENSG00000173757
	A0A8V8TMA6	ENSG00000173757
	A0A8V8TP16	ENSG00000173757
	A0A8V8TM84	ENSG00000173757
P51692		ENSG00000173757
P51692	C9J4I3	ENSG00000173757
	A0A8V8TMP4	ENSG00000173757
	A0A8V8TMR0	ENSG00000173757
	A0A8V8TP21	ENSG00000173757
	A0A8V8TM91	ENSG00000173757
	A0A8V8TP00	ENSG00000173757
P10073		ENSG00000182318
P49116		ENSG00000177463
	C9JMI6	ENSG00000177463
	C9J2Y1	ENSG00000177463
P49116	F2YGU2	ENSG00000177463
	C9JKS0	ENSG00000177463
	H7C3L1	ENSG00000177463
	H7C3R1	ENSG00000177463
Q6ZNH5		ENSG00000174586
	M0R159	ENSG00000174586
Q00056		ENSG00000197576
	H0YHX3	ENSG00000197576
Q8IVC4		ENSG00000171574
	M0R3F5	ENSG00000171574
	M0R0A3	ENSG00000171574
	M0R2W6	ENSG00000171574
	M0QZA3	ENSG00000171574
	F6W0P0	ENSG00000171574
	A0A1B0GU61	ENSG00000184271
	A0A1C7CYV8	ENSG00000184271
	A0A1C7CYY7	ENSG00000184271
	A0A1B0GVK9	ENSG00000184271
Q6AW86		ENSG00000249471
	M0R1X9	ENSG00000249471
	M0R0B1	ENSG00000249471
	M0R3B5	ENSG00000249471
	M0R090	ENSG00000249471
Q49AA0		ENSG00000187815
Q99929		ENSG00000183734
Q96ME7		ENSG00000243943
	G3XAG1	ENSG00000243943
Q8TD94		ENSG00000266265
	C9JAX3	ENSG00000181444
Q7Z7K2		ENSG00000181444
Q86T29		ENSG00000196458
P17031	V9HW07	ENSG00000198393
	F5GZ77	ENSG00000198393
	F5H2P7	ENSG00000198393
P51523		ENSG00000198040
	F5H630	ENSG00000198040
	J3KQ53	ENSG00000198040
	F5H1B1	ENSG00000198040
	F5H0T0	ENSG00000198040
	F5H1R3	ENSG00000198040
		ENSG00000198040
	F5H6X5	ENSG00000198040
	F5H3F5	ENSG00000198040
Q9ULD9	B3KPE6	ENSG00000168916
Q9ULD9		ENSG00000168916
	A2RRB2	ENSG00000168916
	A0A0C4DGB8	ENSG00000168916
P49715		ENSG00000245848
O15090		ENSG00000198597
	A0A994J5Q4	ENSG00000198597
	A0A994J5C6	ENSG00000198597
	A0A994J7Z0	ENSG00000198597
	K7EQN6	ENSG00000198597
	K7EKT4	ENSG00000198597
	K7EJP8	ENSG00000198597
Q8N8J6		ENSG00000197619
	M0QZR2	ENSG00000197619
	H9KV89	ENSG00000197619
	M0R0F8	ENSG00000197619
	M0QZZ4	ENSG00000197619
	M0R130	ENSG00000197619
	A0A0G2JLJ6	ENSG00000197619
Q6PG37		ENSG00000197863
	E9PRR6	ENSG00000197863
	K7EQ58	ENSG00000197863
	E9PL27	ENSG00000197863
	E9PQ03	ENSG00000197863
Q3KNS6		ENSG00000185869
Q14585		ENSG00000251247
	K7ESK8	ENSG00000251247
Q14585	E9PLT7	ENSG00000251247
	K7EQ01	ENSG00000251247
Q14585	F8W8R5	ENSG00000251247
	K7EM63	ENSG00000251247
	K7EKZ8	ENSG00000251247
	C9JZ58	ENSG00000198453
	C9JLX5	ENSG00000198453
	A0A994J7L7	ENSG00000198453
Q3ZCX4	A0A0C4DGP9	ENSG00000198453
Q3ZCX4		ENSG00000198453
	A0A994J5R3	ENSG00000198453
	A0A994J5D8	ENSG00000198453
Q3ZCX4	A0A1Y8EHF7	ENSG00000198453
	A0A994J7Z8	ENSG00000198453
	C9K0F2	ENSG00000198453
	K7EKY2	ENSG00000198453
	K7EL97	ENSG00000198453
	A0A994J7M0	ENSG00000198453
	C9JXQ5	ENSG00000198453
	A0A994J5R8	ENSG00000198453
	K7ELK8	ENSG00000198453
Q8WY91		ENSG00000176946
	B5MCC0	ENSG00000176946
Q13360		ENSG00000188629
	K7EQU1	ENSG00000188629
	K7EK36	ENSG00000188629
Q96NJ3		ENSG00000267508
	K7EIK6	ENSG00000267508
	K7ERT5	ENSG00000267508
	K7EQE9	ENSG00000267508
Q9UJW7	A0A087WVZ7	ENSG00000278318
Q9UJW7		ENSG00000278318
	A0A087X068	ENSG00000278318
	K7EIU9	ENSG00000278318
Q15973		ENSG00000196418
	J3QKQ6	ENSG00000196418
	A0A669KAX0	ENSG00000198945
Q96JM7		ENSG00000198945
	E9PI01	ENSG00000198945
	E9PLL7	ENSG00000198945
Q8N2I2		ENSG00000177873
	Q17RW3	ENSG00000177873
	E5RJF3	ENSG00000177873
	A0A3B3IU22	ENSG00000177842
	C9J967	ENSG00000177842
Q6ZNG0		ENSG00000177842
	F8WC31	ENSG00000177842
A8MUV8		ENSG00000214652
	C9JTA7	ENSG00000170802
P32314		ENSG00000170802
	A0A087X0W8	ENSG00000173039
	Q2TAM5	ENSG00000173039
Q04206		ENSG00000173039
	E9PKV4	ENSG00000173039
	E9PKH5	ENSG00000173039
	H0YCB4	ENSG00000173039
	E9PNV4	ENSG00000173039
	E9PSE4	ENSG00000173039
	E9PM47	ENSG00000173039
	E9PQS6	ENSG00000173039
	E9PI38	ENSG00000173039
	E9PMD5	ENSG00000173039
	E9PNK5	ENSG00000173039
	E9PRX2	ENSG00000173039
	E9PJR1	ENSG00000173039
	E9PJZ9	ENSG00000173039
	D6RD61	ENSG00000172262
	D6R9I2	ENSG00000172262
	D6RJH2	ENSG00000172262
P52739		ENSG00000172262
	D6RBK1	ENSG00000172262
	D6RE06	ENSG00000172262
P52739	A0A024R087	ENSG00000172262
	D6RAT8	ENSG00000172262
	D6RJ09	ENSG00000172262
	D6RFI6	ENSG00000172262
	H0Y974	ENSG00000172262
Q6ZN79	J3KPU9	ENSG00000196946
Q6ZN79		ENSG00000196946
	U3KQ42	ENSG00000196946
A6NHJ4		ENSG00000197385
Q8NCP5		ENSG00000196323
	H0YEM9	ENSG00000196323
	H7BY22	ENSG00000196323
	H0YCZ0	ENSG00000196323
	A0A0A0MTE9	ENSG00000196323
	M0R2M9	ENSG00000232237
	A0A3B3ITQ5	ENSG00000185507
Q92985		ENSG00000185507
Q92985	A0A024RCA2	ENSG00000185507
	M9RSF4	ENSG00000185507
	E9PIA7	ENSG00000185507
	A0A3B3ISC0	ENSG00000185507
	A0A3B3ISS4	ENSG00000185507
	A0A3B3IRX5	ENSG00000186487
Q9UL68		ENSG00000186487
	A0A2R8YF72	ENSG00000186487
	A0A3B3ISN3	ENSG00000186487
	A0A3B3ISW5	ENSG00000186487
	A0A3B3IRF0	ENSG00000186487
	A0A3B3IRM3	ENSG00000186487
	A0A3B3IRT9	ENSG00000186487
	A0A3B3ITS6	ENSG00000186487
	A0A3B3IS14	ENSG00000186487
	A0A3B3ISI4	ENSG00000186487
	A0A3B3ITJ8	ENSG00000186487
	A0A3B3ITL3	ENSG00000186487
	A0A3B3IS77	ENSG00000186487
	A0A3B3IU83	ENSG00000186487
	A0A3B3IUE2	ENSG00000186487
	A0A3B3IS61	ENSG00000186487
	H7BYU4	ENSG00000186487
	A0A3B3IT20	ENSG00000186487
	A0A3B3ISG9	ENSG00000186487
	A0A3B3IRX0	ENSG00000186487
	Q49A74	ENSG00000186487
	A0A3B3IRQ0	ENSG00000186487
	A0A3B3IRR4	ENSG00000186487
	A0A3B3ISP2	ENSG00000186487
	A0A8I5KQG8	ENSG00000186487
	A0A3B3IS97	ENSG00000186487
	A0A3B3ISB6	ENSG00000186487
	R4GMY9	ENSG00000186487
	A0A3B3IU66	ENSG00000186487
	A0A3B3ITT2	ENSG00000186487
	A0A3B3IS21	ENSG00000186487
	A0A3B3ISN1	ENSG00000186487
	A0A3B3ISU4	ENSG00000186487
	A0A3B3IRK4	ENSG00000186487
	A0A3B3ISU9	ENSG00000186487
	A0A3B3IRJ2	ENSG00000186487
	A0A9L9PXT6	ENSG00000220201
P0C6A0		ENSG00000220201
	B5MCP8	ENSG00000220201
	M0R1Q2	ENSG00000197841
	F8W889	ENSG00000197841
Q2M3W8		ENSG00000197841
	M0R361	ENSG00000197841
	M0R074	ENSG00000197841
P52630	R9QE65	ENSG00000170581
	A0A494C0B5	ENSG00000170581
	B4DHE0	ENSG00000170581
	A0A8V8TLG8	ENSG00000170581
	A0A494C164	ENSG00000170581
	A0A494C1L3	ENSG00000170581
	A0A8V8TLJ4	ENSG00000170581
P52630		ENSG00000170581
	B4DLC8	ENSG00000170581
	G3V319	ENSG00000170581
Q6ZN32		ENSG00000253831
Q03828		ENSG00000174279
Q8TAF7		ENSG00000197808
	X6RBI5	ENSG00000197808
	B4DRP8	ENSG00000197808
	K7ESQ5	ENSG00000197808
	K7EJM1	ENSG00000197808
	K7EKL0	ENSG00000197808
	K7EIW1	ENSG00000197808
	K7EJI8	ENSG00000267041
	A0A087X0M6	ENSG00000267041
A8MQ14		ENSG00000267041
Q494X3		ENSG00000176222
	K7EJJ6	ENSG00000204920
Q12901		ENSG00000204920
	K7ENV6	ENSG00000204920
	K7ELA0	ENSG00000204920
Q5EBL2		ENSG00000197483
	K7EL41	ENSG00000197483
	K7EQ36	ENSG00000184635
	K7ES58	ENSG00000184635
	K7EPV7	ENSG00000184635
P35789		ENSG00000184635
	K7EPG7	ENSG00000184635
	M0R2B6	ENSG00000197124
O95780		ENSG00000197124
	M0R1A6	ENSG00000197124
	M0QYJ5	ENSG00000197124
	B9EG95	ENSG00000197124
	M0R067	ENSG00000197124
	M0QXB8	ENSG00000197124
	M0QZ56	ENSG00000197124
Q8N3J9	A0A024RBR7	ENSG00000179195
	F8WDJ7	ENSG00000213988
Q03938		ENSG00000213988
	F8WBQ5	ENSG00000213988
Q96H40		ENSG00000256229
	M0QXQ0	ENSG00000256229
P0CJ78		ENSG00000261221
		ENSG00000204595
A6NFQ7		ENSG00000204595
	D6RAG4	ENSG00000180818
Q9NYD6	Q53XI4	ENSG00000180818
	D6RBH4	ENSG00000197757
	D6RC34	ENSG00000197757
P09630		ENSG00000197757
P31274	A0A024RAZ6	ENSG00000180806
Q15561	A0A0A0MRF3	ENSG00000197905
Q15561	Q53GI4	ENSG00000197905
	H0YFK0	ENSG00000197905
	H0YFF9	ENSG00000197905
	H0YGS2	ENSG00000197905
Q15561		ENSG00000197905
	H0Y7B0	ENSG00000197905
	H0YG62	ENSG00000197905
Q6B0B8		ENSG00000173825
	F5H6A5	ENSG00000181666
	A0A494C010	ENSG00000181666
	K7EJS1	ENSG00000181666
	K7ES32	ENSG00000181666
	K7EL22	ENSG00000181666
	K7EL36	ENSG00000181666
P10072		ENSG00000181666
	K7EM51	ENSG00000181666
	K7EQG8	ENSG00000181666
	K7ERA5	ENSG00000181666
	K7EMJ9	ENSG00000181666
	K7EPW3	ENSG00000181666
	K7EME6	ENSG00000181666
	K7EMG8	ENSG00000181666
	Q7Z6E1	ENSG00000181666
	K7ENA5	ENSG00000181666
	A0A1B0GXI2	ENSG00000181666
	K7EL05	ENSG00000181666
	K7ERB9	ENSG00000180479
Q7Z3V5	A0A024R0L0	ENSG00000180479
	K7ELU5	ENSG00000180479
Q8NCY6		ENSG00000170903
	E9PLV2	ENSG00000170903
	E9PRK0	ENSG00000170903
	E9PKC8	ENSG00000170903
	A0A1W2PS25	ENSG00000169554
	A0A1B0GVV8	ENSG00000169554
	U3KQ51	ENSG00000169554
O60315		ENSG00000169554
	A0A1B0GV02	ENSG00000169554
	H7C0G0	ENSG00000169554
	A0A1B0GUM8	ENSG00000169554
	A0A1B0GW50	ENSG00000169554
	A0A2R8YDQ8	ENSG00000169554
	A0A6Q8PH34	ENSG00000169554
	A0A8I5KV18	ENSG00000169554
	A0JP08	ENSG00000169554
	A0A1B0GTH3	ENSG00000169554
	E7EUW9	ENSG00000169554
	A0A1X7SC99	ENSG00000169554
	E7ESP8	ENSG00000169554
	U3KPV5	ENSG00000169554
	E7EVG9	ENSG00000169554
	A0A0D9SGG5	ENSG00000169554
	A0A0D9SG93	ENSG00000169554
	C9JU62	ENSG00000169554
	C9JUQ1	ENSG00000169554
	A0A0D9SF74	ENSG00000169554
	A0A0D9SF71	ENSG00000169554
	U3KQ33	ENSG00000169554
	U3KPX6	ENSG00000169554
	A0A1B0GWA7	ENSG00000169554
A6NLW8		ENSG00000258873
Q5CZA5		ENSG00000204524
Q14592		ENSG00000197714
	M0R0J6	ENSG00000197714
Q08ER8		ENSG00000178229
Q8NEK5		ENSG00000188785
	M0QX17	ENSG00000188785
	M0R3F2	ENSG00000188785
	M0QXE2	ENSG00000188785
	M0R2J6	ENSG00000188785
	M0QYA3	ENSG00000188785
	M0R1K1	ENSG00000188785
	M0R354	ENSG00000188785
	M0QY53	ENSG00000188785
	M0R041	ENSG00000188785
P17021		ENSG00000186272
	M0QZR3	ENSG00000186272
	M0R2T2	ENSG00000186272
Q9BW11		ENSG00000213347
Q9BW11	A0A024R7S0	ENSG00000213347
	D6RD21	ENSG00000213347
	D6RED4	ENSG00000213347
Q01826	A0A024R2H1	ENSG00000182568
Q01826		ENSG00000182568
Q01826	C9JGL9	ENSG00000182568
Q01826	C9J7F3	ENSG00000182568
	C9JP21	ENSG00000182568
	C9IZC5	ENSG00000182568
	C9JLL5	ENSG00000182568
	H0YN86	ENSG00000182568
	C9J3I0	ENSG00000182568
	A0A1D5RMP0	ENSG00000182568
Q8NBF1		ENSG00000174332
	A0A0D9SEX9	ENSG00000174332
P09017	A0A024RB51	ENSG00000198353
Q00444		ENSG00000172789
O75360		ENSG00000175325
Q68DE3		ENSG00000176542
	C9JBW0	ENSG00000176542
Q8N895		ENSG00000178175
	F8W732	ENSG00000178175
Q9HC78		ENSG00000181722
Q9HC78	C9JCX0	ENSG00000181722
	A0A994J4D3	ENSG00000181722
	C9JUH0	ENSG00000181722
P14652		ENSG00000173917
Q9NZV7	A0A024R4S8	ENSG00000269699
	A0A8I5KWX0	ENSG00000269699
		ENSG00000269699
	M0QXI3	ENSG00000269699
	M0R155	ENSG00000269699
	A0A3B3ITH6	ENSG00000269699
	M0QXH8	ENSG00000269699
P17483		ENSG00000182742
P09629		ENSG00000260027
P17482		ENSG00000170689
Q9BSG1		ENSG00000275111
	Q68CY6	ENSG00000275111
	A0A087WYR5	ENSG00000275111
Q5XKR4		ENSG00000171540
	D6RCN9	ENSG00000171604
	D6R9V1	ENSG00000171604
Q7LFL8		ENSG00000171604
	D6RJC1	ENSG00000171604
	D6RDY2	ENSG00000171604
	D6RHG9	ENSG00000171604
	E7EV55	ENSG00000171604
	D6R966	ENSG00000171604
	D6RIR8	ENSG00000171604
	D6RBE0	ENSG00000171604
	D6RHC6	ENSG00000171604
	E7EVI8	ENSG00000171604
	A0A1D5RMR5	ENSG00000171604
Q8TBZ5		ENSG00000196653
	C9JLT3	ENSG00000196653
Q96CX3		ENSG00000186446
Q9H9D4		ENSG00000175213
Q92886	F1T0H3	ENSG00000181965
P43268		ENSG00000175832
	B7Z5F4	ENSG00000175832
	K7EMW0	ENSG00000175832
Q8N9F8		ENSG00000178187
	E5RGZ8	ENSG00000234284
	E5RI37	ENSG00000234284
B4DU55		ENSG00000234284
	E5RJY9	ENSG00000234284
Q86Y25		ENSG00000177932
Q12830		ENSG00000171634
	J3QQK4	ENSG00000171634
	F5GXF5	ENSG00000171634
	E9PE19	ENSG00000171634
	A0A2R8Y7Q1	ENSG00000171634
	E7ETD6	ENSG00000171634
	F5H176	ENSG00000171634
	J3KSK9	ENSG00000171634
	J3QQQ8	ENSG00000171634
	J3QLW4	ENSG00000171634
	J3KSY0	ENSG00000171634
Q8IUM7		ENSG00000174576
	J3QR35	ENSG00000169689
	J3QR01	ENSG00000169689
A8MT69		ENSG00000169689
	J3QRS1	ENSG00000169689
Q6BEB4		ENSG00000204335
Q8N7G0		ENSG00000248483
P10589		ENSG00000175745
	F1DAL7	ENSG00000175745
	F1DAL9	ENSG00000175745
	A0A8V8TPV3	ENSG00000175745
	A0A8V8TQQ6	ENSG00000175745
O60765	V9HWI2	ENSG00000169131
	E5RHT5	ENSG00000169131
	E5RGC2	ENSG00000169131
Q96LW1		ENSG00000178338
	E5RH89	ENSG00000178338
Q9HAP2		ENSG00000175727
	F5H321	ENSG00000175727
	F5H0V4	ENSG00000175727
	H0YGR9	ENSG00000175727
	F8WCU9	ENSG00000189079
Q68CP9		ENSG00000189079
	A0A8V8TP93	ENSG00000189079
	F8W108	ENSG00000189079
	F8VWP4	ENSG00000189079
	A0A087WY37	ENSG00000189079
Q96SQ7		ENSG00000168874
Q14995	F1D8P2	ENSG00000174738
	Q6NSM0	ENSG00000174738
Q9BTP6		ENSG00000177494
P19544		ENSG00000184937
P19544	A0A0A0MT54	ENSG00000184937
	H0Y3F0	ENSG00000184937
	J3KNN9	ENSG00000184937
	A0A1W2PR07	ENSG00000184937
	A0A494C0I9	ENSG00000184937
	H0Y7K5	ENSG00000184937
	H0YED9	ENSG00000184937
P19544	A0A1W2PQQ0	ENSG00000184937
	A0A8Q3SJG7	ENSG00000179348
P23769		ENSG00000179348
	A0A8Q3WLD0	ENSG00000179348
	C9J965	ENSG00000179348
	A0A8Q3WMC3	ENSG00000179348
	A0A1D5RMQ8	ENSG00000179348
A8MYZ6		ENSG00000204060
	A0A8I5QKU9	ENSG00000204060
	A0A8I5KSZ4	ENSG00000187098
	A0A8I5KTU3	ENSG00000187098
O75030		ENSG00000187098
	C9K0S7	ENSG00000187098
	C9J845	ENSG00000187098
	C9JBI8	ENSG00000187098
	A0A8I5KRZ6	ENSG00000187098
	E9PKJ8	ENSG00000187098
	A0A087WXU1	ENSG00000187098
Q3SY56		ENSG00000189120
Q5TC79		ENSG00000185278
P52951		ENSG00000168505
	F8VY47	ENSG00000168505
A0A087WUV0		ENSG00000233757
	A0A087WZK3	ENSG00000233757
Q9NU39		ENSG00000184492
Q02575	Q5T203	ENSG00000171786
Q6ZSS3		ENSG00000172888
	C9JZC2	ENSG00000172888
	C9JM43	ENSG00000172888
Q6QHK4		ENSG00000183733
Q6ZMS4		ENSG00000178917
		ENSG00000178917
	A0A3B3ISA9	ENSG00000178917
P40763		ENSG00000168610
		ENSG00000168610
	A0A7I2V3V0	ENSG00000168610
	A0A7I2V4C8	ENSG00000168610
	A0A7I2V2T1	ENSG00000168610
	A0A7I2V552	ENSG00000168610
	A0A7I2V5N9	ENSG00000168610
	A0A7I2YQR5	ENSG00000168610
	A0A7I2V444	ENSG00000168610
	A0A7I2V4F6	ENSG00000168610
	A0A7I2V4R2	ENSG00000168610
	A0A7I2V395	ENSG00000168610
	A0A7I2YQD2	ENSG00000168610
	A0A7I2YQI1	ENSG00000168610
	A0A7I2V2G1	ENSG00000168610
	A0A7I2V4R3	ENSG00000168610
	G8JLH9	ENSG00000168610
Q6ZV50		ENSG00000196460
Q6ZV50	A0A2R8YED2	ENSG00000196460
	E9PDA6	ENSG00000196460
	A0A2R8Y560	ENSG00000196460
	D6RAX4	ENSG00000196460
P86452		ENSG00000257315
Q9UJU5		ENSG00000187140
	V9GXZ9	ENSG00000198715
	V9GYX8	ENSG00000198715
Q8WWB7		ENSG00000198715
	A0A087X0W3	ENSG00000198715
	A0A087WV34	ENSG00000198715
	V9GYY1	ENSG00000198715
	V9GYZ8	ENSG00000198715
P62508	F1D8R6	ENSG00000196482
P62508	F1D8R5	ENSG00000196482
P62508		ENSG00000196482
	C9JU32	ENSG00000196482
	C9J5W9	ENSG00000196482
	C9JNX5	ENSG00000196482
	C9J0E3	ENSG00000196482
Q6XYB7		ENSG00000179528
	G3V218	ENSG00000179528
	A0A8Q3WLX6	ENSG00000179456
